PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Number of Violations,Number of Site Visits
NC0195454,PLEASANT GROVE BAPTIST CHURCH,Transient non-community system,Ground water,Watauga,ZIONVILLE,25,3,2,11
NC0392755,PLEASANT GROVE BAPTIST CHURCH,Transient non-community system,Ground water,Wake,FUQUAY VARINA,350,3,13,13
NC0201489,PLEASANT GROVE RECREATION CNTR,Transient non-community system,Ground water,Alamance,BURLINGTON,25,4,28,20
NC0155537,PLEASANT GROVE UNITED METH CH,Transient non-community system,Ground water,Lincoln,LINCOLNTON,40,3,13,26
NC0106453,PLEASANT HILL BAPT CHURCH,Transient non-community system,Ground water,Avery,NEWLAND,75,3,13,19
NC0102592,PLEASANT HILL BAPTIST CH,Transient non-community system,Ground water,Alexander,TAYLORSVILLE,150,5,6,28
NC0181508,PLEASANT HILL BAPTIST CHURCH,Transient non-community system,Ground water,Rutherford,RUTHERFORDTON,70,4,60,13
NC0197574,PLEASANT HILL BAPTIST CHURCH,Transient non-community system,Ground water,Wilkes,ELKIN,400,3,2,9
NC0190461,PLEASANT HILL BAPTIST CHURCH,Transient non-community system,Ground water,Union,MARSHVILLE,50,4,3,18
NC0201524,PLEASANT HILL CHRISTIAN CHURCH,Transient non-community system,Ground water,Alamance,LIBERTY,100,5,8,18
NC0424761,PLEASANT PLAINS BAPTIST CHURCH,Transient non-community system,Ground water,Columbus,WHITEVILLE,100,4,3,14
NC0197594,PLEASANT RIDGE BAPTIST CHURCH,Transient non-community system,Ground water,Wilkes,STATE ROAD,230,3,2,8
NC0392813,PLEASANT UNION CH OF CHRIST,Transient non-community system,Ground water,Wake,RALEIGH,65,4,24,14
NC0382615,PLEASANT UNION CHRIST CHURCH,Transient non-community system,Ground water,Sampson,NEWTON GROVE,50,3,8,19
NC0158464,PLEASANT VALLEY MISSIONARY CH,Transient non-community system,Ground water,Madison,MARS HILL,75,3,9,16
NC3017034,PLEASANT VIEW ASSEMBLY OF GOD,Transient non-community system,Ground water,Caswell,REIDSVILLE,100,4,9,11
NC0197601,PLEASANT VIEW BAPTIST CHURCH,Transient non-community system,Ground water,Wilkes,STATE ROAD,25,3,8,10
NC0363406,PLEASANT VIEW FRIENDS CHURCH,Transient non-community system,Ground water,Moore,EAGLE SPRINGS,60,3,9,18
NC0184476,PLYLER BAPTIST CHURCH,Transient non-community system,Ground water,Stanly,ALBEMARLE,50,4,13,23
NC0392774,POINT CHURCH - FUQUAY,Transient non-community system,Ground water,Wake,FUQUAY VARINA,300,3,41,18
NC1045049,POINT LOOKOUT VINEYARDS,Transient non-community system,Ground water,Henderson,HENDERSONVILLE,30,3,3,3
NC0181430,POINT OF VIEW RESTAURANT,Transient non-community system,Ground water,Rutherford,LAKE LURE,30,4,31,15
NC0427473,POINTE GOLF COURSE,Transient non-community system,Ground water,Currituck,POWELLS POINT,75,3,3,18
NC0424661,POLEY BRIDGE MISS BAPT CH,Transient non-community system,Ground water,Columbus,NAKINA,75,3,9,15
NC0100505,POPLAR GROVE ONESTOP LLC,Transient non-community system,Ground water,Yancey,BURNSVILLE,25,4,19,19
NC0102484,POPLAR SPRING BAPTIST CHURCH,Transient non-community system,Ground water,Alexander,TAYLORSVILLE,160,4,3,22
NC0235501,POPLAR SPRING BAPTIST CHURCH,Transient non-community system,Ground water,Franklin,ZEBULON,80,4,10,15
NC0286613,POPLAR SPRINGS BAPTIST CHURCH,Transient non-community system,Ground water,Surry,SILOAM,25,4,23,15
NC0392924,POPLAR SPRINGS CH OF CHRIST,Transient non-community system,Ground water,Wake,RALEIGH,300,3,26,12
NC7071045,PORT CITY JAVA-HAMPSTEAD,Transient non-community system,Ground water,Pender,HAMSTEAD,36,4,2,6
NC2036003,POSTON PARK,Transient non-community system,Ground water,Gaston,SPENCER MTN,25,3,1,22
NC2036034,POSTON PARK II,Transient non-community system,Ground water,Gaston,SPENCER MTN,25,3,0,9
NC0465624,POTTER`S SQUARE BUSINESS CNTR,Transient non-community system,Ground water,New Hanover,WILMINGTON,25,4,6,27
NC0106454,POWDER MILL BAPTIST CHURCH,Transient non-community system,Ground water,Avery,PLUMTREE,45,3,2,13
NC0427435,POWELLS POINT CHRISTIAN CHURCH,Transient non-community system,Ground water,Currituck,HARBINGER,150,4,12,19
NC4092121,PRAISE WORSHIP TABERNACLE,Transient non-community system,Ground water,Wake,RALEIGH,25,3,41,20
NC0195501,PRICE PARK CAMPGROUND,Transient non-community system,Ground water,Watauga,BLOWING ROCK,100,4,6,19
NC4092112,PRIMERA ASAMBLEA,Transient non-community system,Ground water,Wake,KNIGHTDALE,350,3,7,7
NC7065059,PRINGLE DENTISTRY,Transient non-community system,Ground water,New Hanover,CASTLE HAYNE,30,4,6,10
NC0235556,PRIVETTE`S GROCERY,Transient non-community system,Ground water,Franklin,ZEBULON,100,2,15,10
NC6059002,PROMISE LAND CHURCH OF CHRIST,Transient non-community system,Ground water,Martin,JAMESVILLE,120,3,10,27
NC0118755,PROPST SUPERETTE  NO 2/PRODUCE,Transient non-community system,Ground water,Catawba,CONOVER,200,3,0,15
NC0180564,PROSPECT PRESBYTERIAN CHURCH,Transient non-community system,Ground water,Rowan,MOORESVILLE,200,4,35,34
NC0299521,PROSPECT UMC,Transient non-community system,Ground water,Yadkin,EAST BEND,25,3,19,16
NC0424695,PROSPER BAPTIST CHURCH,Transient non-community system,Ground water,Columbus,DELCO,50,4,3,11
NC0160703,PROSPERITY PRESBYTERIAN CH,Transient non-community system,Ground water,Mecklenburg,CHARLOTTE,65,3,3,18
NC0118724,PROVIDENCE BAPTIST CHURCH,Transient non-community system,Ground water,Catawba,HICKORY,135,5,7,28
NC0239450,PROVIDENCE BAPTIST CHURCH,Transient non-community system,Ground water,Granville,OXFORD,200,4,7,11
NC0180551,PROVIDENCE METHODIST CHURCH,Transient non-community system,Ground water,Rowan,SALISBURY,130,4,7,23
NC0156513,PROVIDENCE UMC,Transient non-community system,Ground water,McDowell,MARION,200,3,34,18
NC0368475,PSM FOOD MART,Transient non-community system,Ground water,Orange,CHAPEL HILL,25,3,12,9
NC0136641,PUETT UNITED METHODIST CHURCH,Transient non-community system,Ground water,Gaston,DALLAS,80,3,0,27
NC0279723,PULLIAM`S GROCERY,Transient non-community system,Ground water,Rockingham,REIDSVILLE,25,3,1,12
NC2080056,PUPUSERIA LA PROVIDENCIA,Transient non-community system,Ground water,Rowan,SALISBURY,25,3,45,45
NC1044007,PURCHASE KNOB,Transient non-community system,Ground water,Haywood,MAGGIE VALLEY,25,4,0,7
NC0285409,QUAKER GAP BAPTIST CHURCH,Transient non-community system,Ground water,Stokes,KING,25,4,8,20
NC0241489,QUAKER LAKE CONFERENCE CENTER,Transient non-community system,Ground water,Guilford,CLIMAX,25,6,1,19
NC3041071,QUAKER LAKE CONFERENCE CENTER #2,Transient non-community system,Ground water,Guilford,CLIMAX,100,3,1,5
NC4392480,QUALITY FOOD MART,Transient non-community system,Ground water,Wake,WAKE FOREST,75,2,16,13
NC0150502,QUALITY INN,Transient non-community system,Ground water,Jackson,SYLVA,150,4,34,22
NC0276638,QUALITY MART,Transient non-community system,Ground water,Randolph,LIBERTY,25,9,8,13
NC0201619,QUALITY MART,Transient non-community system,Ground water,Alamance,GRAHAM,25,4,33,16
NC0150438,QUALLA MOTEL,Transient non-community system,Ground water,Jackson,CHEROKEE,40,5,10,29
NC0188512,QUEBEC COMMUNITY CENTER,Transient non-community system,Ground water,Transylvania,LAKE TOXAWAY,25,3,12,17
NC1044008,QUICK PANTRY & COLD MOUNTAIN CAFE,Transient non-community system,Ground water,Haywood,CANTON,200,3,57,29
NC0136885,QUICK SHOP/CASTANEA CHURCH,Transient non-community system,Ground water,Gaston,STANLEY,25,5,23,65
NC0105436,RACCOON HOLLER CAMPGROUND,Transient non-community system,Ground water,Ashe,GLENDALE SPRING,400,7,1,28
NC0181468,RACE PATH BAPTIST CHURCH,Transient non-community system,Ground water,Rutherford,ELLENBORO,90,3,29,11
NC7016005,RADIO ISLAND BEACH ACCESS,Transient non-community system,Ground water,Carteret,BEAUFORT,100,3,10,15
NC0347458,RAEFORD AIRPORT,Transient non-community system,Ground water,Hoke,RAEFORD,40,5,87,18
NC5047002,RAEFORD AIRPORT-HANGER,Transient non-community system,Ground water,Hoke,RAEFORD,40,3,85,11
NC3097019,RAFFALDINI WINERY,Transient non-community system,Ground water,Wilkes,,25,4,9,11
NC3099022,RAGAPPLE LASSIE VINEYARD,Transient non-community system,Ground water,Yadkin,,25,4,22,14
NC0291526,RALEIGH ROAD OUTDOOR THEATRE,Transient non-community system,Ground water,Vance,HENDERSON,200,3,47,24
NC0150197,RALPH J ANDREWS REC PARK,Transient non-community system,Ground water,Jackson,CULLOWHEE,120,7,17,18
NC0160660,RAMAH PRESBYTERIAN CHURCH,Transient non-community system,Ground water,Mecklenburg,HUNTERSVILLE,220,8,19,40
NC0201570,RANDY'S GOLF CENTER,Transient non-community system,Ground water,Alamance,HAW RIVER,25,3,47,9
NC0138407,RATTLERFORD CAMPGROUND,Transient non-community system,Ground water,Graham,ROBBINSVILLE,25,4,12,13
NC0286525,RAVEN KNOB BOY SCOUT CAMP,Transient non-community system,Ground water,Surry,MT AIRY,900,9,0,21
NC0136416,RAY NATHAN'S BBQ,Transient non-community system,Ground water,Gaston,GASTONIA,25,3,9,33
NC4064031,RAY OF HOPE CHRISTIAN CENTER,Transient non-community system,Ground water,Nash,WHITAKERS,300,3,5,10
NC3030001,RAYLEN WINERY,Transient non-community system,Ground water,Davie,MOCKSVILLE,25,4,7,10
NC0363527,RED BRANCH BAPTIST CHURCH,Transient non-community system,Ground water,Moore,CARTHAGE,75,4,9,21
NC0235438,RED BUD BAPTIST CHURCH,Transient non-community system,Ground water,Franklin,CASTALIA,100,3,22,12
NC0160440,RED FEZ CLUB,Transient non-community system,Ground water,Mecklenburg,CHARLOTTE,25,7,29,30
NC0158465,RED HILL FWB CHURCH,Transient non-community system,Ground water,Madison,MARSHALL,50,3,2,12
NC7024025,RED HILL PENTECOSTAL CHURCH,Transient non-community system,Ground water,Columbus,,100,3,0,5
NC0332522,RED MOUNTAIN BAPTIST CHURCH,Transient non-community system,Ground water,Durham,ROUGEMONT,180,4,12,15
NC0464500,RED OAK CAFE`,Transient non-community system,Ground water,Nash,RED OAK,100,4,11,11
NC1011031,RED OAK CROSSING,Transient non-community system,Ground water,Buncombe,WEAVERVILLE,100,3,11,11
NC1011054,RED OAK RECOVERY,Transient non-community system,Ground water,Buncombe,,65,4,4,12
NC0285484,RED TOP CAFE,Transient non-community system,Ground water,Stokes,SANDY RIDGE,50,2,22,14
NC0149576,REDEMPTION BAPTIST CHURCH,Transient non-community system,Ground water,Iredell,STATESVILLE,25,6,4,23
NC0471471,REDEMPTION FELLOWSHIP CHURCH,Transient non-community system,Ground water,Pender,WILLARD,35,3,1,10
NC0113502,REED GOLD MINE-ST PRK HISTORIC,Transient non-community system,Ground water,Cabarrus,MIDLAND,25,7,4,33
NC0155507,REEPSVILLE BAPTIST CHURCH,Transient non-community system,Ground water,Lincoln,VALE,150,3,6,18
NC0145583,REFUGE BAPTIST CHURCH,Transient non-community system,Ground water,Henderson,DANA,100,6,6,14
NC0498619,REFUGE TRINITY HOLINESS CHURCH,Transient non-community system,Ground water,Wilson,ELM CITY,25,4,100,22
NC0424558,REHOBETH AME ZION CHURCH,Transient non-community system,Ground water,Columbus,CLARKTON,75,3,21,18
NC0241465,REHOBETH UNITED METH CHURCH,Transient non-community system,Ground water,Guilford,GREENSBORO,50,3,6,18
NC0291423,REHOBOTH UMC,Transient non-community system,Ground water,Vance,HENDERSON,75,3,30,18
NC5026022,RESURRECTION CHURCH,Transient non-community system,Ground water,Cumberland,HOPE MILLS,60,4,9,8
NC0424855,REVELATION TEMPLE OF JESUS CHR I,Transient non-community system,Ground water,Columbus,HALLSBORO,30,3,29,12
NC0291538,REVIVE CHURCH OF GOD,Transient non-community system,Ground water,Vance,KITTRELL,50,3,13,19
NC3041041,REYNOLDS SHOPPING CENTER,Transient non-community system,Ground water,Guilford,PLEASANT GARDEN,25,3,2,10
NC2036041,RHYNE ROAD RV PARK #1,Transient non-community system,Ground water,Gaston,DALLAS,28,3,0,4
NC2036042,RHYNE ROAD RV PARK #2,Transient non-community system,Ground water,Gaston,DALLAS,30,3,0,1
NC2036043,RHYNE ROAD RV PARK #3,Transient non-community system,Ground water,Gaston,DALLAS,30,3,0,1
NC0498588,RICHARD T SHARPE FARM,Transient non-community system,Ground water,Wilson,ELM CITY,47,3,17,16
NC0276545,RICHLAND BAPTIST CHURCH,Transient non-community system,Ground water,Randolph,ASHEBORO,25,3,35,10
NC0299501,RICHMOND HILL BAPT CH,Transient non-community system,Ground water,Yadkin,BOONVILLE,75,4,5,17
NC0157413,RIDGECREST BAPTIST CHURCH,Transient non-community system,Ground water,Macon,FRANKLIN,70,3,7,18
NC0111453,RIDGEWAY BAPTIST CHURCH,Transient non-community system,Ground water,Buncombe,CANDLER,200,3,10,22
NC4092119,RILEY HILL BAPTIST CHURCH,Transient non-community system,Ground water,Wake,WENDELL,110,3,1,9
NC0392628,RILEY HILL BAPTIST CHURCH - OLD,Transient non-community system,Ground water,Wake,WENDELL,100,3,31,12
NC0188430,RIVER BEND LODGE,Transient non-community system,Ground water,Transylvania,ROSMAN,25,3,28,16
NC0425522,RIVER BEND MARINA,Transient non-community system,Ground water,Craven,RIVER BEND,72,3,9,18
NC0103476,RIVER CAMP LLC,Transient non-community system,Ground water,Alleghany,PINEY CREEK,50,8,7,22
NC0105482,RIVER HOUSE BED & BREAKFAST,Transient non-community system,Ground water,Ashe,GRASSY CREEK,25,3,7,9
NC2080017,RIVER OF LIFE CHURCH,Transient non-community system,Ground water,Rowan,SALISBURY,70,3,2,14
NC2080030,RIVER PARK,Transient non-community system,Ground water,Rowan,COOLEMEE,25,3,16,31
NC0187587,RIVER RIGHT/NOC,Transient non-community system,Ground water,Swain,BRYSON CITY,50,4,14,30
NC0465592,RIVER ROAD PARK,Transient non-community system,Ground water,New Hanover,WILMINGTON,25,3,2,9
NC0113505,RIVER ROCK AT ODELL CHURCH OF CONCORD,Transient non-community system,Ground water,Cabarrus,CONCORD,70,5,1,22
NC1012004,RIVER VALLEY BAPTIST CHURCH,Transient non-community system,Ground water,Burke,GLENN ALPINE,75,3,8,10
NC0188141,RIVERBEND RV CAMPING,Transient non-community system,Ground water,Transylvania,LAKE TOXAWAY,50,3,9,9
NC0102418,RIVERS EDGE MARINA,Transient non-community system,Ground water,Alexander,HICKORY,50,3,4,31
NC0181526,RIVERSIDE BAPTIST CHURCH,Transient non-community system,Ground water,Rutherford,FOREST CITY,50,4,44,17
NC0144530,RIVERSIDE BAPTIST CHURCH,Transient non-community system,Ground water,Haywood,CANTON,100,3,15,13
NC0144583,RIVERSIDE CAMPGROUND,Transient non-community system,Ground water,Haywood,CANTON,170,4,21,30
NC0156548,RIVERSIDE FOOD MART,Transient non-community system,Ground water,McDowell,MARION,500,4,11,12
NC0217410,RIVERSIDE FURNITURE GIBSONVILLE WAREHOUS,Transient non-community system,Ground water,Caswell,BURLINGTON,25,9,69,23
NC0465549,RIVERSIDE PARK,Transient non-community system,Ground water,New Hanover,CASTLE HAYNE,50,3,3,10
NC0105485,RIVERVIEW COMMUNITY CENTER,Transient non-community system,Ground water,Ashe,CRESTON,25,3,8,8
NC0319478,RIVES CHAPEL BAPTIST CHURCH,Transient non-community system,Ground water,Chatham,SILER CITY,70,4,37,12
NC0161420,ROAN MOUNTAIN,Transient non-community system,Ground water,Mitchell,BAKERSVILLE,75,4,12,8
NC1061002,ROAN MTN MISSIONARY BAPTIST,Transient non-community system,Ground water,Mitchell,BAKERSVILLE,60,3,26,13
NC0382623,ROANOKE CHAPEL CHURCH,Transient non-community system,Ground water,Sampson,NEWTON GROVE,50,3,48,20
NC0197443,ROARING GAP BAPT CHURCH,Transient non-community system,Ground water,Wilkes,THURMOND,25,3,15,11
NC3097027,ROARING RIVER VINEYARD,Transient non-community system,Ground water,Wilkes,TRAPHILL,25,4,0,3
NC0459431,ROBERSONVILLE COUNTRY CLUB,Transient non-community system,Ground water,Martin,ROBERSONVILLE,90,4,6,35
NC4073002,ROBERTS SERVICE MART,Transient non-community system,Ground water,Person,HURDLE MILLS,100,4,23,9
NC0181543,ROBERTSON CREEK FWB CHURCH,Transient non-community system,Ground water,Rutherford,BOSTIC,65,3,34,15
NC0382625,ROBINSON CHAPEL BAPTIST CHURCH,Transient non-community system,Ground water,Sampson,ROSEBORO,50,3,6,19
NC0160408,ROBINSON PRESBYTERIAN CHURCH,Transient non-community system,Ground water,Mecklenburg,CHARLOTTE,75,4,10,19
NC0273476,ROCK GROVE BAPTIST CHURCH,Transient non-community system,Ground water,Person,ROXBORO,100,3,11,8
NC0180434,ROCK GROVE UNITED METHODIST CH,Transient non-community system,Ground water,Rowan,SALISBURY,60,3,11,28
NC0363516,ROCK HILL EVANG FR CHURCH,Transient non-community system,Ground water,Moore,EAGLE SPRINGS,40,4,44,20
NC4098002,ROCK RIDGE CAMPGROUND,Transient non-community system,Ground water,Wilson,SIMS,25,3,3,7
NC4098006,ROCK RIDGE CAMPGROUND  NO 2,Transient non-community system,Ground water,Wilson,SIMS,30,3,0,7
NC0239454,ROCK SPRING BAPTIST CHURCH,Transient non-community system,Ground water,Granville,CREEDMOOR,150,4,37,15
NC0181507,ROCK SPRINGS BAPTIST CHURCH,Transient non-community system,Ground water,Rutherford,RUTHERFORDTON,40,2,43,12
NC0197442,ROCK SPRINGS BAPTIST CHURCH,Transient non-community system,Ground water,Wilkes,MCGRADY,25,3,15,11
NC0188432,ROCKBROOK CAMP,Transient non-community system,Ground water,Transylvania,BREVARD,190,7,1,16
NC1088034,ROCKBROOK RIDING CENTER,Transient non-community system,Ground water,Transylvania,BREVARD,25,3,0,2
NC1050014,ROCKDALE BAPTIST CHURCH,Transient non-community system,Ground water,Jackson,WHITTIER,50,3,4,19
NC0347474,ROCKFISH OUTDOOR CENTER-MAIN,Transient non-community system,Ground water,Hoke,PARKTON,125,4,20,22
NC5047001,ROCKFISH OUTDOOR CENTER-POOL,Transient non-community system,Ground water,Hoke,PARKTON,300,4,21,16
NC3086053,ROCKFORD GENERAL STORE,Transient non-community system,Ground water,Surry,,25,3,5,8
NC0180604,ROCKHILL CH OF CHRIST,Transient non-community system,Ground water,Rowan,CLEVELAND,90,3,40,20
NC0149415,ROCKWELL BAPTIST CHURCH,Transient non-community system,Ground water,Iredell,MOORESVILLE,70,3,26,34
NC0180411,ROCKWELL DINER,Transient non-community system,Ground water,Rowan,ROCKWELL,25,3,7,30
NC0144402,ROCKWOOD METHODIST CHURCH,Transient non-community system,Ground water,Haywood,CANTON,80,3,14,18
NC0158411,ROCKY BLUFF RECREATION AREA,Transient non-community system,Ground water,Madison,HOT SPRINGS,25,5,14,19
NC0235506,ROCKY CHAPEL MISSIONARY BAPT,Transient non-community system,Ground water,Franklin,LOUISBURG,200,3,17,14
NC0286637,ROCKY FORD BAPTIST CHURCH,Transient non-community system,Ground water,Surry,ZEPHYR,25,5,9,12
NC0188581,ROCKY HILL BAPTIST CHURCH,Transient non-community system,Ground water,Transylvania,CEDAR MOUNTAIN,100,3,46,12
NC0149405,ROCKY MOUNT METH CHURCH,Transient non-community system,Ground water,Iredell,MOORESVILLE,950,4,12,35
NC0156450,ROCKY PASS FWB CHURCH,Transient non-community system,Ground water,McDowell,NEBO,150,4,19,15
NC0471135,ROCKY POINT CAMPGROUND,Transient non-community system,Ground water,Pender,ROCKY POINT,50,4,17,21
NC0279545,ROCKY RIDGE BAPTIST CHURCH,Transient non-community system,Ground water,Rockingham,REIDSVILLE,25,3,39,12
NC0319466,ROCKY RIVER BAPT CHURCH,Transient non-community system,Ground water,Chatham,SILER CITY,100,3,8,15
NC0319475,ROCKY RIVER FRIENDS MEETING,Transient non-community system,Ground water,Chatham,SILER CITY,25,3,17,15
NC2013031,ROCKY RIVER VINEYARDS,Transient non-community system,Ground water,Cabarrus,,25,2,1,13
NC0180705,ROGERS PARK REFORMED CHURCH,Transient non-community system,Ground water,Rowan,KANNAPOLIS,45,3,4,20
NC0187595,ROLLING THUNDER RIVER CO,Transient non-community system,Ground water,Swain,BRYSON CITY,150,3,26,13
NC0332554,ROLLINGVIEW MARINA,Transient non-community system,Ground water,Durham,DURHAM,25,5,2,11
NC0332141,ROLLINGVIEW STATE PARK,Transient non-community system,Ground water,Durham,DURHAM,191,6,7,19
NC4098011,RONNIE LAMM FARMS MLC,Transient non-community system,Ground water,Wilson,SIMS,40,5,8,9
NC0180741,RON`S QUICK GROCERY,Transient non-community system,Ground water,Rowan,KANNAPOLIS,25,3,37,20
NC0464515,ROSE MART BP #6,Transient non-community system,Ground water,Nash,NASHVILLE,100,4,6,12
NC0464460,ROSE MOTEL,Transient non-community system,Ground water,Nash,SHARPSBURG,50,3,0,10
NC0285455,ROSEBUD CHRISTIAN CHURCH,Transient non-community system,Ground water,Stokes,WALNUT COVE,110,4,9,10
NC3079002,ROSS GROCERY,Transient non-community system,Ground water,Rockingham,REIDSVILLE,25,4,9,12
